,T-1,T-2,T-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraA01000111,17,27,7,25,34,44,0.0953310378096774,-1.01407518521172,Not sig
BraA01000112,134,156,160,177,181,142,0.332204273843747,-0.15200309344505,Not sig
BraA01000114,13,22,21,0.005,0.005,6,0.0113947345548084,3.21998993112114,Up
BraA01000115,8,4,6,0.005,0.005,0.005,0.0351542373452968,10.2288186904959,Up
BraA01000116,37,46,48,5,0.005,12,0.00144054000052363,2.94553590060433,Up
BraA01000117,22,7,6,57,51,102,0.0570315214911947,-2.58496250072116,Not sig
BraA01000118,4,5,3,149,126,132,0.00257330912080632,-5.08392248354509,Down
BraA01000119,7013.99,7475.23,10613.19,40.28,16.79,32,0.0178960962807706,8.13867056985777,Up
BraA01000120,110,133,117,17,28,37,0.000555949304599253,2.13430109171159,Up
BraA01000121,189.58,330,223,754.34,996.82,776.44,0.00600634428572916,-1.76714980637903,Down
BraA01000122,203,219,207,217,203,191,0.544028533160442,0.0418876370605598,Not sig
BraA01000123,2635,2314,2263,1884,1766,3219,0.831788203496275,0.0702993122903025,Not sig
BraA01000125,0.005,0.005,0.005,0.005,1,2,0.225662696077777,-7.64625867999003,Not sig
BraA01000126,33,23,52,28,34,59,0.751159980834589,-0.163975735111126,Not sig
BraA01000127,0.005,2,2,0.005,0.005,1,0.27349960780031,1.98744694965692,Not sig
BraA01000128,129,148,181,77,80,80,0.0394743925648484,0.950460539198685,Not sig
BraA01000130,13,74,7,103,88,18,0.322755738602116,-1.15277028040325,Not sig
BraA01000131,319,337,517.99,0.005,0.005,0.005,0.025367808605806,16.2560980933971,Up
BraA01000133,36,50,35,60,126,141,0.105022289696304,-1.43428358822349,Not sig
BraA01000134,8,38,18,9,12,32,0.764367924737981,0.272079545436801,Not sig
BraA01000135,1,11,8,47,61,69,0.00635393931117404,-3.14567745519564,Down
BraA01000136,105,118,119,51,51,60,0.000776911447055486,1.07800251200127,Up
BraA01000137,74,107,125,268,219,122,0.131310320969761,-0.992910575213681,Not sig
BraA01000138,31,53,21,48,48,154,0.303108905155971,-1.25153876699596,Not sig
BraA01000140,0.005,0.64,0.005,0.83,5.45,3.45,0.148910748926205,-3.90392818175266,Not sig
BraA01000143,4,17.36,6.66,84.17,48.55,93.55,0.031868811090769,-3.01351645673141,Down
BraA01000144,1,4,2,3,6,3,0.280424620292441,-0.777607578663552,Not sig
BraA01000145,337,383,470,20,15,17,0.0103240557217217,4.51630614005421,Up
BraA01000146,628,713,685,41,31,43,0.00125417665139787,4.13892840785676,Up
BraA01000147,1,1,0.005,2,0.005,8,0.382608194927781,-2.31904702545082,Not sig
BraA01000148,0.005,0.005,0.005,0.005,1,1,0.183503419072274,-7.06249592573376,Not sig
BraA01000149,643,1066,453,2818,3016,1831,0.0218291039877254,-1.82591926881149,Down
BraA01000150,266,345,392,53,43,43,0.0153008821329873,2.85116481788867,Up
BraA01000151,26,33,24,20,18,72,0.662760443989034,-0.406320282177735,Not sig
BraA01000153,349,428,419,526,588,412,0.154028656576427,-0.351537572636425,Not sig
BraA01000154,100,160,103,57,84,236,0.942917014717156,-0.0545949752729136,Not sig
BraA01000155,509,597,551,372,383,302,0.00508973034773333,0.648598225838769,Not sig
BraA01000156,389,403,407,344,324,240,0.0890566447616605,0.401067456123309,Not sig
BraA01000157,43,36,30,25,35,26,0.196201914371619,0.341919570074828,Not sig
BraA01000159,206,170,194,15,13,46,0.000389026350821606,2.94536474342315,Up
BraA01000160,91.29,55.59,15.26,0.005,0.005,0.005,0.132985133932621,13.3999899270112,Not sig
BraA01000161,377.71,200.41,99.74,0.005,0.005,0.005,0.108647049311448,15.463737219798,Not sig
BraA01000163,287,229,352,377,282,1582,0.388179966995464,-1.36837570106591,Not sig
BraA01000164,107,105,56,2,4,23,0.0279979784474638,3.2081081953302,Up
BraA01000165,14,22,8,1964,1900,193,0.147485401818776,-6.52676596856898,Not sig
BraA01000166,162,179,206,1,0.005,2,0.00488420952401303,7.5080320318561,Up
BraA01000167,0.005,3.06,0.005,9,17,26,0.0742913298668624,-4.08220106254564,Not sig
BraA01000170,90,125,117,244,262,199,0.00892774087298772,-1.08644001593923,Down
BraA01000171,131,190,222,29,38,34,0.0301925355518958,2.42659690505257,Up
BraA01000172,1,1,0.005,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA01000173,0.005,0.005,0.005,1,2,0.005,0.225662696077777,-7.64625867999003,Not sig
BraA01000174,1115,1204,1648,397,504,473,0.0306854641316196,1.52966639332718,Up
BraA01000176,226,255,454,168,243,329.62,0.497277314649745,0.336232855848248,Not sig
BraA01000178,39,44,29,7,19,36,0.176928103307281,0.853158611670729,Not sig
BraA01000179,4,11,1,10,5,5,0.719925166003951,-0.321928094887362,Not sig
BraA01000180,126,170,125,190,245,179,0.0692120354036282,-0.544418422303783,Not sig
BraA01000181,20,14,14,28,31,21,0.0478965995388045,-0.736965594166206,Not sig
BraA01000185,142,183,171,59,66,161,0.156391900154815,0.794324973608486,Not sig
BraA01000186,1,1,2,3,7,2,0.219258960512153,-1.58496250072116,Not sig
BraA01000187,0.005,0.005,0.005,3,1,10,0.229660978199983,-9.86624861111117,Not sig
BraA01000189,460,521,503,447,521,485,0.731259124117609,0.030456388987962,Not sig
BraA01000190,465,471,483,37,36,49,6.67218784073094e-07,3.53992153649767,Up
BraA01000191,151,202,208,46,46,70,0.00874005500044391,1.79200695772417,Up
BraA01000192,1,0.005,0.005,1,1,1,0.183503419072274,-1.57060720774409,Not sig
BraA01000195,33,11,8,3,2,3,0.203616235193501,2.70043971814109,Not sig
BraA01000196,115,122,139,63,75,76,0.00577704494916309,0.81312186527649,Not sig
BraA01000197,7,5,3,10,8,20,0.16642682997146,-1.34103691783507,Not sig
BraA01000199,29,34,30,28,46,49,0.264050942848168,-0.403355694231208,Not sig
BraA01000200,53,71,47,58,76,93,0.214395564000531,-0.408695972405017,Not sig
BraA01000201,5,5,4,18,16,42,0.131602060858524,-2.44057259138598,Not sig
BraA01000202,85,92,65,145,157,163,0.00275558757687053,-0.942223668720799,Not sig
BraA01000203,705,423,637,92,38,57,0.022055543217949,3.23855800827091,Up
BraA01000205,9,9,13,8,5,9,0.170753270315613,0.494764691749578,Not sig
BraA01000206,68,62,74,96,71,109,0.155310371601728,-0.436099114806674,Not sig
BraA01000207,270,397,425,69,85,68,0.0247203718979452,2.29834127456975,Up
BraA01000210,3,10,10,1,8,14,1,0,Not sig
BraA01000211,63,76,81,189,209,122,0.0575290665864197,-1.2410080995038,Not sig
BraA01000212,286,370,408,59,54,89,0.0102257095490486,2.39707095274939,Up
BraA01000213,817,1297,765,266,385,824,0.122635395011121,0.964852834426868,Not sig
BraA01000214,0.005,3,1,64,20,33,0.101358081937104,-4.86856247694942,Not sig
BraA01000215,277,375,467,63,69,116,0.0256800976433337,2.17379801058952,Up
BraA01000216,12,7,6,8,11,10,0.564739649030993,-0.214124805352847,Not sig
BraA01000217,16,21,16,5,7,15,0.0859006918936602,0.973032952399731,Not sig
BraA01000218,256,353,376,3035,2402,680,0.135228186870027,-2.63462864639401,Not sig
BraA01000221,166,155,182,159,177,212,0.453485242411866,-0.123617493155,Not sig
BraA01000222,2,0.005,1,0.005,0.005,0.005,0.225662696077777,7.64625867999003,Not sig
BraA01000223,122,128,132,152,142,106,0.712067497524963,-0.0664273617389762,Not sig
BraA01000224,3,5,3,5,2,3,0.779106960834713,0.137503523749935,Not sig
BraA01000225,293,227,254,115,130,145,0.0109972515301962,0.9888594423948,Not sig
BraA01000227,48,82,68,20,42,44,0.0740851405205189,0.90143616551641,Not sig
BraA01000229,156,203,143,163,187,180,0.670579656316619,-0.0783049954997894,Not sig
BraA01000230,15,18,6,2,1,0.005,0.0761688758720475,3.69803722792579,Not sig
BraA01000232,5,8,6,11,2,35,0.429976765607581,-1.33703498727757,Not sig
BraA01000234,5,11,4,57,75,45,0.0213450490215471,-3.14567745519564,Down
BraA01000236,45,35,62,21,26,56,0.394313497041005,0.463246592321464,Not sig
BraA01000237,595,763,925,70,95,159,0.0152025590346551,2.81686514134008,Up
BraA01000238,143,151,138,442,562,339,0.0417753345034316,-1.63635608726397,Down
BraA01000239,31,49,64,120,136,82,0.0354358913473179,-1.23095443483987,Down
BraA01000240,1,3,1,2,2,2,0.666666666666667,-0.263034405833794,Not sig
BraA01000241,0.005,1,0.005,8,3,7,0.0597502135891819,-4.15556970846524,Not sig
BraA01000242,43,39,44,53,78,120,0.165960316332459,-0.994263630450856,Not sig
BraA01000243,22,15,22,14,17,19,0.347333067968224,0.238786859587116,Not sig
BraA01000244,0.005,1,1,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA01000245,58.99,47.98,21.9,879.59,648.76,1009.32,0.0159904388519413,-4.29951611355047,Down
BraA01000246,17,8.51,7.05,154.21,116.16,189.49,0.0195900737133118,-3.8200221085232,Down
BraA01000247,54,58,78,63,55,70,0.942750190361007,0.0152667566533106,Not sig
BraA01000248,14,16,9,275,217.92,351.69,0.01995035089442,-4.43673929935053,Down
BraA01000249,17,8.51,7.05,154.21,116.16,189.49,0.0195900737133118,-3.8200221085232,Down
BraA01000250,7,3,13,7,18,9,0.458141243150607,-0.563900885193326,Not sig
BraA01000251,403,579,644,238,306,257,0.053145999939795,1.02145310966632,Not sig
BraA01000252,31,36,24,5,5,18,0.021136524504566,1.70043971814109,Up
BraA01000253,1090,1052,1251,282,301,627,0.00983324627992444,1.48755438254902,Up
BraA01000254,203,239,217,123,170,197,0.10409535781333,0.427496716005481,Not sig
BraA01000255,1,1,1,10,23,25,0.0599320640408366,-4.27301849440642,Not sig
BraA01000256,102,159,165,45,58,185,0.421802240062386,0.564784618783526,Not sig
BraA01000257,14,12,18,0.005,0.005,0.005,0.0141658799290588,11.5183253076909,Up
BraA01000258,644,552,677,209,226,306,0.00170183131892597,1.33780545193721,Up
BraA01000259,194,225,205,253,293,233,0.0803401118301356,-0.320077299199421,Not sig
BraA01000260,218,209,229,153,209,188,0.152441453183821,0.254264196206062,Not sig
BraA01000261,240,242,119,514,761,1016,0.0513151617539531,-1.93054056259349,Not sig
BraA01000262,8,8,7,4,1,12,0.604987766038768,0.436099114806674,Not sig
BraA01000263,38,52,56,11,15,20,0.0132434712527199,1.666262602823,Up
BraA01000264,122,119,132,160,188,128,0.181145853422407,-0.351785943052706,Not sig
BraA01000265,223,345,258,449,664.56,1118,0.136418480080504,-1.43383891012537,Not sig
BraA01000266,261,145,256,134,201,241,0.591514514675439,0.200762405364905,Not sig
BraA01000267,3,2,4,0.005,0.005,1,0.0249588563107684,3.15556970846524,Up
BraA01000269,51,90,70,26,22,51,0.0639511112215828,1.09174256862758,Not sig
BraA01000270,0.005,1,1,9,5,3,0.100499458000526,-3.08386060457014,Not sig
BraA01000271,241.27,268.82,279.2,357.73,422.69,212.61,0.388496121299868,-0.33128183209737,Not sig
BraA01000273,59.73,70.18,67.8,52.27,71.31,53.39,0.392476832854035,0.159881028173801,Not sig
BraA01000275,20,16,17,8,5,10,0.00668699558948461,1.20435849850619,Up
BraA01000276,19,60,63,1,0.005,9,0.0848534501743274,3.82709785737367,Not sig
BraA01000277,61,70,69,237,316,278,0.0106410966349616,-2.05484847699562,Down
BraA01000278,9,13,3,22,17,40,0.108259490167949,-1.65992455840238,Not sig
BraA01000279,80,91,83,108,114,128,0.0164212005613548,-0.462526425060163,Not sig
BraA01000281,19,26,16,33,26,44,0.098053658233389,-0.755763189620332,Not sig
BraA01000282,90,128,89,92,131,190,0.346159093710615,-0.427903126049266,Not sig
BraA01000283,0.005,2,5,13,10,11,0.0102728911337944,-2.27907779059425,Down
BraA01000284,136,160,134,412,395,366,0.000301464958849012,-1.44779444843905,Down
BraA01000285,127,143,87,127,169,226,0.189893664577061,-0.548125732540785,Not sig
BraA01000286,50,44,48,142,128,91,0.0392121283907458,-1.34610790738249,Down
BraA01000287,186,194,145,363,367,408,0.000622963188501336,-1.1161112297531,Down
BraA01000288,24,17,15,144,136,66,0.0582209306681772,-2.62727330557912,Not sig
BraA01000289,1839,2512,1607,4011.39,4745,3717,0.00627248466284214,-1.06595358334238,Down
BraA01000294,103,117,98,21,16,14,0.00163311734097677,2.64045761331286,Up
BraA01000295,34,23,32,31,45,66,0.218354963255233,-0.674013688538284,Not sig
BraA01000296,58,74,110,100,19,11,0.329773867995952,0.89649542424614,Not sig
BraA01000297,72,88,111,49,48,24,0.0271010025202062,1.16328580407928,Up
BraA01000299,0.005,2.49,1.78,0.005,0.005,6.19,0.792075524599836,-0.536343795500977,Not sig
BraA01000300,91,115,121,47,100,84,0.170163513363817,0.501397784082025,Not sig
BraA01000301,115,112.51,73.22,213,302,301.81,0.0157393191553175,-1.44153173448609,Down
BraA01000304,2,0.005,4,0.005,1,3,0.671342878379977,0.584362003296924,Not sig
BraA01000307,12,19,21,69,65,71.7,0.000203939950297049,-1.98395826549648,Down
BraA01000308,3,4,3,1,3,16,0.552150920578122,-1,Not sig
BraA01000310,101,123,83,69,107,181,0.67136581084101,-0.21768541865892,Not sig
BraA01000311,49,34,35,45,45,62,0.204712554993842,-0.365284464081744,Not sig
BraA01000312,20,26,35,28,45,37,0.215902347978101,-0.441509710640035,Not sig
BraA01000313,4,3,0.005,0.005,1,5,0.872477083757537,0.222220804725184,Not sig
BraA01000314,13,3,6,0.005,5,3,0.254985928311007,1.45853021589576,Not sig
BraA01000315,24,23,20,31,49,56,0.0871720341909526,-1.02137365079257,Not sig
BraA01000316,18,15,15,18,19,19,0.104706219961873,-0.222392421336448,Not sig
BraA01000317,111,155,118,222,304,146,0.161770679015713,-0.807354922057604,Not sig
BraA01000318,798,953,976,5673.64,4157.6,2147.65,0.0939404593459405,-2.13510762448977,Not sig
BraA01000319,19,20,19,21,20,12,0.618478137590604,0.130060540564373,Not sig
BraA01000321,0.005,0.005,0.005,2.36,2.4,2.35,4.1714526655107e-05,-8.88874324889826,Down
BraA01000324,127,169,163,163.12,146,102,0.519826055872018,0.158934596383378,Not sig
BraA01000325,8,6,5,10,2.74,24,0.443799018902879,-0.951352207893039,Not sig
BraA01000326,7,15,3,36,62,70,0.0324488261181639,-2.74846123300404,Down
BraA01000327,46,70,40,1799,1792,1374,0.00739962326167542,-4.99217578355349,Down
BraA01000329,336,359,345,138,141,195,0.00483538647284625,1.1336245641302,Up
BraA01000330,127,120,123,207,303,507,0.13490433739538,-1.45872250334119,Not sig
BraA01000331,33,35,31,27,31,42,0.94848000358324,-0.0144995696951153,Not sig
BraA01000332,35,53,55,9,7,27,0.0207218978620368,1.73360658207629,Up
BraA01000333,745,961,986,662,992,1306,0.690446396537998,-0.136918765905995,Not sig
BraA01000334,968,960,1174,307,504,648,0.0135123776130957,1.0882188031182,Up
BraA01000335,128,127,149,1,2,26,0.000358306630254892,3.80023048762422,Up
BraA01000336,12,19,18,7,5,4,0.0246311171193006,1.61470984411521,Up
BraA01000338,131,195,179,28,19,118,0.04835178392392,1.61381736339334,Up
BraA01000339,283,359,332,450,433,561,0.0395259966232505,-0.568077064804829,Not sig
BraA01000340,194,206,226,296,341,343,0.00529814961196705,-0.646619092069952,Not sig
BraA01000341,112,205,145,86,143,128,0.347815399529698,0.371968777386958,Not sig
BraA01000342,190,287,229,415,433,309,0.0393879624454284,-0.71264877583631,Not sig
BraA01000348,318,310,396,208,216,272,0.0367278498095718,0.557056504151272,Not sig
BraA01000349,0.005,2,2,0.005,2,2,1,0,Not sig
BraA01000351,5,15,70,0.005,0.005,6,0.299733993419524,3.90448810539321,Not sig
BraA01000352,89,103,104,61,80,83,0.0526820709415837,0.402098443571346,Not sig
BraA01000353,9,11,8,8,8,14,0.781979123695584,-0.0995356735509144,Not sig
BraA01000355,7,16,5,23,70,109,0.142461102664987,-2.85085656069419,Not sig
BraA01000356,186,192,194,151,173,265,0.886130025684864,-0.0422524870520714,Not sig
BraA01000357,61,52,56,260,116,77,0.23083399300312,-1.42248780376405,Not sig
BraA01000358,36,66,56,48,20,57,0.484169706544594,0.337996463515016,Not sig
BraA01000359,47,53,48,37,61,97,0.464072272772617,-0.397876948120661,Not sig
BraA01000361,7.07,3.78,15,3.79,6,25.11,0.716717110129691,-0.433062755894717,Not sig
BraA01000363,3.93,13.22,0.005,2.21,0.005,13.89,0.954981941449404,0.09112046517484,Not sig
BraA01000364,2,2,0.005,18,17,21,0.000883139525172226,-3.80555267942362,Down
BraA01000365,17,35,18,2,2,2,0.0674555957932031,3.54432051622381,Not sig
BraA01000366,87,76,78,71,101,112,0.363156972463685,-0.236857783274721,Not sig
BraA01000367,172,114,277,8652,8463,3584,0.0558804834807538,-5.2002823380977,Not sig
BraA01000369,133,154,122,277,367,338,0.0114691801473498,-1.26362218137294,Down
BraA01000370,621,524,512,1467,1147,690,0.132191696058611,-0.995640084197993,Not sig
BraA01000371,0.005,0.005,0.005,6,9,4,0.0488818635111337,-10.3068212024972,Down
BraA01000372,954,883,528,1994,2276,3736,0.0660610303442889,-1.75924143216078,Not sig
BraA01000373,123,86,76,126,129,266,0.22509317195201,-0.870321453226404,Not sig
BraA01000375,484,579,744,19,35,29,0.0167322493641899,4.44434135951767,Up
BraA01000376,0.005,1,2,0.005,0.005,0.005,0.225662696077777,7.64625867999003,Not sig
BraA01000377,0.005,0.005,0.005,1,6,1,0.251348499617916,-9.05889368905357,Not sig
BraA01000379,3,3,0.005,2,0.005,1,0.445794969147088,0.998799254994449,Not sig
BraA01000380,1,15,5,0.005,0.005,2,0.266260213436626,3.38512192137456,Not sig
BraA01000381,3,14,3,4,9,23,0.481584564268948,-0.84799690655495,Not sig
BraA01000383,71,134,80,47,87,61,0.274803514583621,0.547487795302493,Not sig
BraA01000384,92,117,90,13,20,27,0.00453221497228514,2.31711107858959,Up
BraA01000385,163,234,225,131,205,217,0.547536001745315,0.169635099895895,Not sig
BraA01000386,55,109,163,0.005,0.005,0.005,0.0729756827779477,14.4120405145517,Not sig
BraA01000387,44,77,134,0.005,3,3,0.087152077520267,5.40818919092795,Not sig
BraA01000388,3,1,3,7,6,1,0.336696767060132,-1,Not sig
BraA01000389,15,18,31,64,65,103,0.0355237238738093,-1.85798099512757,Down
BraA01000390,253,366,240.21,442,732,900,0.0835596178754757,-1.27133320466949,Not sig
BraA01000391,104,128,109,182,202,213,0.00219328997267527,-0.807959192240633,Not sig
BraA01000392,8,6,8,146,94,161,0.0247581852973005,-4.18802680781762,Down
BraA01000393,31,44,31,51,63,100,0.125307337402438,-1.01354653183795,Not sig
BraA01000394,48,66,67,59,67,38,0.6248581746006,0.142293882465122,Not sig
BraA01000395,20,50,46,19,15,25,0.17267732922445,0.975337945765731,Not sig
BraA01000396,126,75,107,63,69,85,0.167345548777959,0.505235308250422,Not sig
BraA01000397,2,1,0.005,46,25,54,0.0418250495462264,-5.37841929372563,Down
BraA01000398,121,156,124,98,123,198,0.865464437759041,-0.0633480072444313,Not sig
BraA01000399,7,5,8,3,8,2,0.342294240659693,0.62148837674627,Not sig
BraA01000400,34,53,33,29,35,89,0.630799577640081,-0.350497247084133,Not sig
BraA01000401,217,397,358,64,83,33,0.0331534226706599,2.43295940727611,Up
BraA01000403,995.33,1129.29,1255.3,444,546.14,702,0.00608059681260387,0.998140164025487,Not sig
BraA01000404,162,164,219,331,330,229,0.0560799634719355,-0.707549106189472,Not sig
BraA01000405,1118,1236,1114,1341,1401,1664,0.0718654340221569,-0.345365596479048,Not sig
BraA01000407,238,325,298,474,559,359,0.0751956165169645,-0.693074068451884,Not sig
BraA01000408,3,2,0.005,0.005,0.005,3,0.643970653467018,0.733606582076291,Not sig
BraA01000410,6,8,10,3,7,7,0.257767806142459,0.497499659470817,Not sig
BraA01000411,0.005,4,1,0.005,2,0.005,0.517748015383357,1.31617456765706,Not sig
BraA01000413,168,247,266,230,273,251,0.514230786000851,-0.146909725256593,Not sig
BraA01000414,0.005,0.005,0.005,0.005,1,6,0.335910519952037,-8.86727873970966,Not sig
BraA01000415,163,203,159,217,264,188,0.154033601918185,-0.349688788087976,Not sig
BraA01000416,5,10,9,13,23,36,0.13190334819578,-1.58496250072116,Not sig
BraA01000417,213,237,265,3,2,6,0.00388682013842099,6.02236781302845,Up
BraA01000418,25,27,22,29,42,35,0.0901850839592596,-0.51846708893425,Not sig
BraA01000419,145,145,147,125,111,120,0.0200093761978282,0.295756038534201,Not sig
BraA01000420,6,19,9,3,11,4,0.327055727333153,0.917537839808027,Not sig
BraA01000422,83,121,111,157,184,106,0.185523941795188,-0.504923002796039,Not sig
BraA01000423,50,68,51,221,265,173,0.0213137142284586,-1.96325521872587,Down
BraA01000424,33,29,31,72,57,82,0.0298580924077385,-1.18194037759915,Down
BraA01000425,9,12,6,4,9,11,0.731226811084284,0.169925001442312,Not sig
BraA01000426,196,322,162,264,435,458,0.115306273822717,-0.766782212969788,Not sig
BraA01000428,2,2,3,20,11,13,0.0437938294337709,-2.65207669657969,Down
BraA01000429,31,43,40,99,85,87,0.000902375657549223,-1.24925902718913,Down
BraA01000430,273,413,306,159,262,253,0.12320275907402,0.557591529205017,Not sig
BraA01000431,49,44,67,36,24,93,0.925031112182948,0.0645402521947107,Not sig
BraA01000432,221,338,243,471,518,613,0.00887106646122083,-0.99820000595379,Not sig
BraA01000433,346,449,507,43,38,26,0.0129200446772355,3.60504674676449,Up
BraA01000434,442.43,454.05,367.16,345.2,330.7,624.2,0.912389058524077,-0.0410370846939473,Not sig
BraA01000438,51,57,59,41,53,115,0.604289443298427,-0.323654839606831,Not sig
BraA01000439,37,59,75,44,48,63,0.696847152211824,0.14172810961166,Not sig
BraA01000440,99,139,169,49,26,28,0.0266877745278364,1.98238445708303,Up
BraA01000441,36,17,10,71,23,10,0.550794376961523,-0.723159794641176,Not sig
BraA01000442,0.005,0.005,0.005,2,2,1,0.0379642790009995,-8.38082178394093,Down
BraA01000443,2,0.005,0.005,22,29,10,0.0692132395984564,-4.92354183615868,Not sig
BraA01000444,949,1253,1156,5108,5444,3046,0.0432597163202419,-2.017720339451,Down
BraA01000445,865,759,877,1571,1624,1038,0.0856120274927827,-0.75917543113745,Not sig
BraA01000446,180,186,165,116,122,138,0.00471209417199535,0.497979199126516,Not sig
BraA01000448,45,64,42,11,24,28,0.0304242031164105,1.26112481582516,Up
BraA01000449,434,304,353,98,111,195,0.0103077970564798,1.43322390357181,Up
BraA01000450,0.005,0.005,0.005,8,5,9,0.0258575205453268,-10.5183253076909,Down
BraA01000451,8,8,12,0.005,0.005,1,0.0166543594440237,4.79299962908053,Up
BraA01000453,16,10,12,0.005,0.005,4,0.00831186738844437,3.24432527676339,Up
BraA01000454,75,92,72,142,168,202,0.0240979371270285,-1.09913319201925,Down
BraA01000455,13,21,22,46,53,36,0.0165114808441357,-1.26946067499323,Down
BraA01000456,3,0.005,1,0.005,0.005,0.005,0.270069503221121,8.06069593168755,Not sig
BraA01000457,1,3,0.005,2,3,4,0.200107094362799,-1.16812275880833,Not sig
BraA01000458,0.005,0.005,0.005,2,0.005,7,0.286440851783003,-9.22961996518512,Not sig
BraA01000459,0.005,1,1,2,0.005,0.005,0.998354115264088,-0.00359326472400838,Not sig
BraA01000461,3,0.005,2,0.005,0.005,0.005,0.199420996835043,8.38226375811484,Not sig
BraA01000462,93,126,114,30,38,23,0.00609856946836092,1.87158372687257,Up
BraA01000463,54,58,58,447,520,193,0.0795405817285522,-2.77051815387723,Not sig
BraA01000465,0.005,1,0.14,0.005,1,0.005,0.926006837800412,0.180992305345149,Not sig
BraA01000466,109,132,109,93,112,101,0.202328605673027,0.193823269139677,Not sig
BraA01000467,80,99,117,43,47,56,0.0311657385385639,1.01962880674893,Up
BraA01000468,0.005,0.005,0.005,2,0.005,7,0.286440851783003,-9.22961996518512,Not sig
BraA01000469,253,118,103,8050,7073,11935,0.0268448391253088,-5.83502433667974,Down
BraA01000471,280,294,336,229,322,259,0.369449225219666,0.167944637314071,Not sig
BraA01000472,46,44,33,93,74,74,0.0098667901304906,-0.970374830890722,Not sig
BraA01000473,5,13,8,7,3,26,0.69208909784228,-0.46948528330122,Not sig
BraA01000474,1,1,2,0.005,0.005,1,0.10139614421257,1.98564470702293,Not sig
BraA01000475,2,2,5,0.005,0.005,0.005,0.0957406291148458,9.22881869049588,Not sig
BraA01000476,270,314,295,515,583,534,0.00109297133275795,-0.892705986828092,Not sig
BraA01000477,15,32,27,11,15,23,0.254961991264118,0.594743521513742,Not sig
BraA01000478,14,18,14,14,30,3,0.970183829373611,-0.0310268956206244,Not sig
BraA01000479,210,232,227,113,144,149,0.00526438393658961,0.720526483456285,Not sig
BraA01000481,28,103,76,26,26.5,57,0.276845252939005,0.918699897898152,Not sig
BraA01000484,28,0.005,0.005,26,26.5,0.005,0.5581315514578,-0.906512832351625,Not sig
BraA01000487,147.63,169.39,123.97,158.9,134.6,128.33,0.713766003929776,0.064084239866731,Not sig
BraA01000488,254,330,303,345,398,341,0.0875141907272172,-0.289358747052808,Not sig
BraA01000489,148,228,179,327,343,195,0.14514037004261,-0.640212361286619,Not sig
BraA01000490,452,570,632,86,122,129,0.0104863386589492,2.29513873798942,Up
BraA01000491,351,377,382,155,165,146,0.000207444849431894,1.25215781658319,Up
BraA01000492,176,202,216,93,95,85,0.00836298447116202,1.12156197988091,Up
BraA01000493,106,140,187,5,8,0.005,0.0260320923831829,5.05722872055846,Up
BraA01000494,38,27,52,12,19,28,0.0993039096706676,0.987721670221563,Not sig
BraA01000495,20,14,13,9,19,31,0.602042636333575,-0.328054197684204,Not sig
BraA01000499,210,285,258,850,931,666,0.0135736544456753,-1.70029233140746,Down
BraA01000500,69,58.75,11,2640,2896,2075,0.00906116366308131,-5.77752634354763,Down
BraA01000501,43,34,34,144,152,77,0.0646239992475131,-1.74861595390513,Not sig
BraA01000502,40,39,28,28,27,100,0.577525352020656,-0.534657418873091,Not sig
BraA01000504,142,168,148,118,167,149,0.656666149776661,0.0776525556524646,Not sig
BraA01000505,48,61,52,29,30,43,0.0305165554263809,0.658491536143121,Not sig
BraA01000506,17,10,7,0.005,5,16,0.48829560535455,0.694801960538547,Not sig
BraA01000507,428,403,507,72,55,126,0.00121125343263637,2.40286882594715,Up
BraA01000508,94,123,84,75,88,344,0.515964464478297,-0.752222260243639,Not sig
BraA01000509,247,295,232,492,637,493,0.0172321204740977,-1.06736834807286,Down
BraA01000510,473.77,442.18,464.84,208.9,186.49,157.25,0.000292171545247322,1.32108202824463,Up
BraA01000511,134.23,136.82,124.16,53.1,72.51,63.75,0.000981965029710128,1.06148784071689,Up
BraA01000512,34,63,47,8,13,31,0.0501384558647735,1.46948528330122,Not sig
BraA01000513,362.91,466.3,419.25,251.6,301.87,286.55,0.0277744235096658,0.571654016341276,Not sig
BraA01000514,36.09,23.7,34.75,17.4,22.13,19.45,0.0813527563199049,0.680699042296913,Not sig
BraA01000515,351,349,418,238,354,277,0.122940407089106,0.36349210602879,Not sig
BraA01000516,51,61,65,58,48,87,0.701758563067056,-0.124851487185083,Not sig
BraA01000517,1,2,4,6,13,7,0.0858124001372613,-1.89308479608349,Not sig
BraA01000518,15,32,20,78,83,73,0.00188212184590293,-1.80427552912563,Down
BraA01000519,2060,1457,1494,230,47,81,0.0106779119979193,3.80706704516532,Up
BraA01000524,7,17,4,21,40,40,0.0402144735275333,-1.85085656069419,Down
BraA01000525,3,8,3,12,13,17,0.0147394639590304,-1.58496250072116,Down
BraA01000528,0.005,0.005,0.005,19,42,38,0.0432560512883458,-12.6882503091332,Down
BraA01000529,0.005,2,0.005,1,0.005,1,0.998354115264088,0.00359326472400825,Not sig
BraA01000530,1439,1340,1223,1057,1109,1552,0.619709234419917,0.10619439698626,Not sig
BraA01000531,594,661,520,402,558,590,0.356317123960782,0.195550809117807,Not sig
