	TH-1	TH-2	TH-3	T-1	T-2	T-3	pvalue	log2FC	UPDOWN
BraA04002418	463	698	375	120	166	150	0.0600956088907381	1.81677817594423	Not sig
BraA04002419	30	12	26	152	170	177	0.000175268057706546	-2.87543316408692	Down
BraA04002421	7	9	8	0.005	1	0.005	0.0010513130019047	4.57060720774409	Up
BraA04002424	50	24	53	155	165	172	0.0012366676496948	-1.95382981856707	Down
BraA04002427	110	115	137	42	70	65	0.00674949757229558	1.03224033700021	Up
BraA04002428	0.005	0.005	2	2	1	1	0.439337308732937	-0.992804498595796	Not sig
BraA04002429	32	17	30	17	25	17	0.301136458677295	0.421137698815261	Not sig
BraA04002430	690	525	769	262	319	313	0.0307167696890121	1.15006528920356	Up
BraA04002431	149.85	133.87	185.45	118.84	132.21	112.33	0.134294974885683	0.368631748938985	Not sig
BraA04002432	247.68	193.74	278.88	156.18	181.91	184.63	0.104636857964691	0.462559544400872	Not sig
BraA04002434	0.005	0.005	0.005	0.005	1	1	0.183503419072274	-7.06249592573376	Not sig
BraA04002435	35	36	28	1681	984	1241	0.0247512507346251	-5.30211961380718	Down
BraA04002437	30	30	21	4	14	8	0.0118140693470249	1.63941028474353	Up
BraA04002438	89	96	144	30	40	41	0.0472533661282362	1.56752790738514	Up
BraA04002440	58	37	39	101	129	126	0.00341311234893165	-1.40964424050863	Down
BraA04002441	22	23	30	227	289	378	0.0244950469935346	-3.57531233068744	Down
BraA04002443	148	165	152	255	278	244	0.00274642258328247	-0.740683882412316	Not sig
BraA04002444	0.005	0.005	0.005	25	67	30	0.0917442760302108	-12.9896310266165	Not sig
BraA04002446	1.28	1.14	0.005	0.005	0.005	0.005	0.184877615706933	7.33687843635333	Not sig
BraA04002447	0.005	1	0.005	0.005	3	4	0.233311338504007	-2.79402975767902	Not sig
BraA04002452	178.72	190.86	240	136	171.28	164	0.117165504984623	0.371231111427126	Not sig
BraA04002456	22	19	19	21	30	14	0.756039502979869	-0.115477217419936	Not sig
BraA04002457	36	19	41	12	5	4	0.0501015679308732	2.1926450779424	Not sig
BraA04002458	1	1	0.005	0.005	0.005	0.005	0.183503419072274	7.06249592573376	Not sig
BraA04002459	286	157	437	69	72	93	0.115701160042789	1.91099499394126	Not sig
BraA04002460	8	4	18	1	3	0.005	0.168109237244706	2.90508835297453	Not sig
BraA04002461	641	434	555	652	557	474	0.834354452591493	-0.046163212211509	Not sig
BraA04002462	78	60	65	55	64	64	0.354261036631539	0.149636078901134	Not sig
BraA04002463	43	26	39	52	77	74	0.0354365310174118	-0.910448415021708	Not sig
BraA04002464	120	57	81	39	54	41	0.146073419948789	0.945138064965482	Not sig
BraA04002468	277	259	343	125	94	142	0.00867903378407306	1.28386432825623	Up
BraA04002469	15	19	28	0.005	0.005	0.005	0.0329164947085197	12.0130899994404	Up
BraA04002470	535	543	746	507	595	618	0.683539592971166	0.0846971645752813	Not sig
BraA04002471	81	57	55	24	17	17	0.0257456537629287	1.73447604214051	Up
BraA04002472	945	729	738	2818	3363	2738	0.00398908338690571	-1.88665205672872	Down
BraA04002473	0.005	0.005	0.005	6	3	0.005	0.225489526322092	-9.22961996518512	Not sig
BraA04002474	0.005	0.005	0.005	2.5	4.5	1.5	0.0850135175019545	-9.14635653030391	Not sig
BraA04002475	0.005	0.005	0.005	2.5	4.5	1.5	0.0850135175019545	-9.14635653030391	Not sig
BraA04002476	2	9	2	1	0.005	1	0.255462806518061	2.6968374814609	Not sig
BraA04002478	3	4	2	9	4	5	0.179096792377107	-1	Not sig
BraA04002479	102	57	108	669	1012	1059	0.0200568855082636	-3.35926424616034	Down
BraA04002480	3	1	2	17	23	13	0.0287944610492339	-3.14295795384204	Down
BraA04002481	15	18	10	11	10	8	0.173724203689668	0.568283759574526	Not sig
BraA04002482	17	10	9	11	6	5	0.2158880210543	0.710493382805015	Not sig
BraA04002483	0.005	0.005	0.005	1	3	1	0.130246893897356	-8.38082178394093	Not sig
BraA04002484	0.005	1	1	15	24	25	0.0218907256066954	-4.9963977633198	Down
BraA04002485	53	36	64	29	54	42	0.44011488993819	0.291603558030565	Not sig
BraA04002486	13	6	6	88	83	107	0.00412405043727675	-3.47508488294878	Down
BraA04002488	1	3	0.005	0.005	0.005	0.005	0.270069503221121	8.06069593168755	Not sig
BraA04002490	39	34	32	40	44	30	0.5659818873905	-0.118644496498619	Not sig
BraA04002491	23	10	12	19	25	8	0.735079056732895	-0.208586621811417	Not sig
BraA04002495	45	43	26	33	46	44	0.703402251816038	-0.109624491174498	Not sig
BraA04002496	16	18	8	0.005	4	0.005	0.0375958431742423	3.38871518609856	Up
BraA04002497	974.07	1396.84	914.01	359	455	342.41	0.0371518833667353	1.50620524637628	Up
BraA04002500	75	105	93	84	144	100	0.427996268423264	-0.264794863698231	Not sig
BraA04002501	8	2	10	9	12	6	0.479104397510914	-0.432959407276106	Not sig
BraA04002502	4	0.005	2	42	67	65	0.018235022417113	-4.85677924991782	Down
BraA04002504	1	0.005	2	17	26	47	0.0818794289341829	-4.90448810539321	Not sig
BraA04002505	0.005	2	1	1	0.005	0.005	0.386643207845422	1.57300969795939	Not sig
BraA04002506	21	16	13	23	66	35	0.190719868156668	-1.31034012061215	Not sig
BraA04002508	6	11	11	0.005	10	3	0.233484306892374	1.10636042788934	Not sig
BraA04002509	221	259	193	191	252	225	0.952026292781263	0.0107584021362651	Not sig
BraA04002510	150	95	128	13103.66	16199.95	19549.56	0.0130023196057398	-7.03313273857893	Down
BraA04002511	0.005	0.005	0.005	2	1	1	0.0575857681940916	-8.05889368905357	Not sig
BraA04002512	36	31	34	36	57	39	0.252903349248927	-0.386182636606659	Not sig
BraA04002513	62	31	38	375	409	492	0.00539083517237515	-3.28398961222742	Down
BraA04002514	1063	748	1049	805	1007	867	0.644518607220513	0.0943205658233728	Not sig
BraA04002515	10	19	21	4	24	6	0.51196902500549	0.556393348524385	Not sig
BraA04002516	73	51	81	40	40	56	0.107650740276922	0.592017258255106	Not sig
BraA04002517	0.005	0.005	0.005	1	0.005	3	0.270069503221121	-8.06069593168755	Not sig
BraA04002519	4	4	5	17	23	9	0.0967605157596167	-1.91427012597412	Not sig
BraA04002520	2	1	0.005	2	0.005	0.005	0.725680205813053	0.580169489532257	Not sig
BraA04002522	156	121	132	216	247	198	0.0112138406702698	-0.692549428565943	Not sig
BraA04002524	96.5	84.24	132.39	34.84	40.18	26.41	0.0318791529172632	1.6262773131054	Up
BraA04002526	150.5	150.76	206.61	82.16	93.82	81.59	0.0413671384475141	0.97949468819578	Not sig
BraA04002527	213	135	320	16	48	23	0.0645319752432003	2.94076079662532	Not sig
BraA04002529	292	178	324	63	43	44	0.037595682708737	2.40417650664708	Up
BraA04002532	1	2	2	4	3	6	0.079675569614751	-1.37851162325373	Not sig
BraA04002533	114	140	121	44	64	37	0.00240986715059277	1.37083769536831	Up
BraA04002534	39	25	35	97	144	127	0.0161369493360865	-1.8942053359774	Down
BraA04002537	3	1	1	7	7	8	0.00505836720858247	-2.13750352374993	Down
BraA04002538	92	65	87	116	145	117	0.0247231285397872	-0.631505086658186	Not sig
BraA04002539	31	11	17	117	133	114	0.000262411241478572	-2.62515159083685	Down
BraA04002540	62	42	46	38	49	30	0.252829908413835	0.358453970912476	Not sig
BraA04002545	1188.87	1121.71	1497.59	1028.9	1349.88	1256.8	0.721429004377765	0.0669123412724946	Not sig
BraA04002549	58	74	57	34	36	36	0.0357620335238968	0.834321969657873	Not sig
BraA04002551	13	9	12	8	10	10	0.238139535111088	0.280107919192735	Not sig
BraA04002552	134	123	122	87	89	76	0.00163280775805405	0.588774114671175	Not sig
BraA04002553	18	9	5	5	3	0.005	0.162409851390072	1.99909859725847	Not sig
BraA04002554	31	20	36	2	6	0.005	0.0203276773351568	3.4420420931072	Up
BraA04002555	12	23	7	0.005	0.005	1	0.100987809298526	5.37796212980169	Not sig
BraA04002557	12	13	20	3	15	5	0.186993525145559	0.968291140272662	Not sig
BraA04002558	23	17	21	82	110	129	0.022410204489021	-2.39569214955942	Down
BraA04002560	37	37	33	52	76	63	0.0516664360498822	-0.835961841634602	Not sig
BraA04002561	30	20	27	101	122	148	0.0152824306156955	-2.2684888359259	Down
BraA04002562	897	745	1464	348	414	402	0.0965167122055942	1.41596677147902	Not sig
BraA04002564	30	40	40	17	26	29	0.0617237189063231	0.611434712082347	Not sig
BraA04002567	2	1	5	7	3	4	0.304558784680535	-0.807354922057604	Not sig
BraA04002569	219	259	203	49	78	81	0.00272718404551172	1.71107126987098	Up
BraA04002573	282	210	267	178	207	160	0.0619655656829322	0.477843655751178	Not sig
BraA04002575	5	10	5	0.005	1	0.005	0.057845213335513	4.30757280191029	Not sig
BraA04002576	39	56	48	423	529	693	0.0233699170431145	-3.52400053184421	Down
BraA04002577	82.8	46.29	74.56	91.92	103.33	102.25	0.0936083823511543	-0.546797854079254	Not sig
BraA04002580	256.2	216.71	302.44	482.08	530.67	625.75	0.00793576558805924	-1.07945606476286	Down
BraA04002582	3	1	1	26	22	29	0.00375254164539589	-3.94485844580754	Down
BraA04002583	29	42	48	5	12	10	0.0213135487316089	2.13993026114448	Up
BraA04002584	209	212	209	81	99	77	0.00247748799279269	1.2935834691934	Up
BraA04002585	4	3	1	1	0.005	0.005	0.104619791759218	2.98564470702293	Not sig
BraA04002586	5	4	8	0.005	1	0.005	0.0392027023706633	4.07310754827327	Up
BraA04002587	48	7	31	286	302	293	0.000592027011135068	-3.35673345421832	Down
BraA04002589	6	2	11	10	6	8	0.60282341116664	-0.337034987277571	Not sig
BraA04002590	56	29	22	225	276	263	0.000585434962182313	-2.8359618416346	Down
BraA04002591	39	91	31	4	8	8	0.12900841291528	3.00898878322725	Not sig
BraA04002592	72	90	88	51	83	75	0.30256910661278	0.258425152581204	Not sig
BraA04002593	251	178	189	259	260	243	0.162956294410449	-0.302184159588947	Not sig
BraA04002596	9	9	4	4	0.005	1	0.0566743307445938	2.13606154957603	Not sig
BraA04002598	287	191	274	404	519	495	0.00908918769699673	-0.915052965561879	Not sig
BraA04002601	33	34	50	17	11	10	0.0281187009944544	1.62243720613982	Up
BraA04002603	24	25	20	1	0.005	3	0.000847264335096779	4.10672221414418	Up
BraA04002604	4460.34	3824.24	5986.99	1820.96	2324.15	2027.8	0.0461008164592333	1.20912139049374	Up
BraA04002605	476	479	679	13	20	29	0.0156834551318245	4.71999595775881	Up
BraA04002606	235	124	233	1553	1584	1586	0.000291010935344499	-2.99603445452162	Down
BraA04002607	940	544	769	307	387	299	0.0597973351551765	1.18198169070705	Not sig
BraA04002610	979	1102	2131	8	11	8	0.0622166193197631	7.28540221886225	Not sig
BraA04002611	233	287	302	6	12	1	0.005223797978274	5.4350670702381	Up
BraA04002612	0.005	4	2	0.005	0.005	0.005	0.225532721242951	8.64505793498448	Not sig
BraA04002613	10	7	8	50	69	88	0.0304863687703221	-3.0496307677246	Down
BraA04002614	37	41	41	17	18	12	0.000759016054940166	1.34022891163031	Up
BraA04002616	0.005	0.005	0.005	0.005	1	2	0.225662696077777	-7.64625867999003	Not sig
BraA04002617	0.005	0.005	0.005	2	7	5	0.0849508235573581	-9.86624861111117	Not sig
BraA04002619	19	2	7	6	2	3	0.378515626966154	1.34792330342031	Not sig
BraA04002620	91	106	109	2	3	1	0.00283377228255628	5.6724253419715	Up
BraA04002623	181	109	202	291	327	451	0.0373433468641234	-1.11953163238125	Down
BraA04002624	0.005	0.005	0.005	4	2	3	0.0352098855128141	-9.22881869049588	Down
BraA04002625	44	34	29	37	54	41	0.286945590436642	-0.302927132957307	Not sig
BraA04002627	2	5	3	1	2	1	0.139434998805095	1.32192809488736	Not sig
BraA04002629	230	209	275	34	40	40	0.00879353000441228	2.64689024986436	Up
BraA04002630	89	62	88	154	202	181	0.00636860462384335	-1.16791147000466	Down
BraA04002631	0.005	0.005	3	6	2	3	0.165866796387805	-1.86966813165232	Not sig
BraA04002636	105	101	98	184	234	192	0.020850081349139	-1.00473791900666	Down
BraA04002637	5	3	1	2	3	0.005	0.414349557137638	0.846554932381044	Not sig
BraA04002640	660	988	800	484	486	561	0.0758590078693022	0.677129275192864	Not sig
BraA04002641	7	5	2	9	8	15	0.094179203115495	-1.1926450779424	Not sig
BraA04002643	57	72	95	26	22	30	0.0428404987874095	1.52195270319536	Up
BraA04002644	29	27	41	23	66	36	0.547698670134491	-0.365871442474959	Not sig
BraA04002645	0.005	0.005	0.005	149	271	336	0.0441982502604886	-15.6211361132746	Down
BraA04002646	0.005	0.005	0.005	1	1	0.005	0.183503419072274	-7.06249592573376	Not sig
BraA04002650	33391	32035	44596	707	528	525	0.0119332034887849	5.96607279482021	Up
BraA04002652	12413	14679.64	13620	2026	2662	2007	0.00150475093426688	2.60432081501412	Up
BraA04002655	30	21	31	1	2	0.005	0.0121820856135897	4.77018701368162	Up
BraA04002656	282	272	265	184	271	230	0.214200245354192	0.257759463793119	Not sig
BraA04002657	0.005	0.005	0.005	0.005	2	3	0.199420996835043	-8.38226375811484	Not sig
BraA04002658	2	0.005	0.005	71	120	102	0.0208893448825085	-7.18756135301804	Down
BraA04002663	304	282	314	340	451	376	0.102907279833572	-0.374807654490311	Not sig
BraA04002664	1077	858	1158	1549	2631	1790	0.0907205830784036	-0.948724098062903	Not sig
BraA04002665	73	126	88	12	17	17	0.0351948773288975	2.64134497061867	Up
BraA04002666	9	7	2	23	53	23	0.108545247519066	-2.4594316186373	Not sig
BraA04002667	104	43	81	64	95	82	0.841985112438912	-0.0799993220652198	Not sig
BraA04002668	7	6	2	208	257	254	0.00424335223206748	-5.58295736483078	Down
BraA04002669	129	81	105	266	411	332	0.0224098940846568	-1.67950244071908	Down
BraA04002670	1000	1030	1142	153	181	122	0.000675492030892314	2.79828704153924	Up
BraA04002671	1	0.005	2	0.005	1	0.005	0.386643207845422	1.57300969795939	Not sig
BraA04002672	23	5	15	287	383	382	0.00757421210401256	-4.6126542345902	Down
BraA04002675	1081	666	1182	469	456	556	0.0871393045432444	0.983836552590519	Not sig
BraA04002677	9	12	4	1	1	0.005	0.0786888199682829	3.64025395309453	Not sig
BraA04002678	10	4	11	4	7	7	0.40783260567885	0.473931188332412	Not sig
BraA04002679	387	482	472	207	209	277	0.00573682252547634	0.95238197976726	Not sig
BraA04002680	58	21	35	13	22	20	0.204717992823861	1.05153030064008	Not sig
BraA04002681	82	162	121	115	118	126	0.93921962143015	0.0239126199443282	Not sig
BraA04002682	259	176	220	83	98	79	0.0261714500898538	1.33298328339636	Up
BraA04002684	1	4	0.005	0.005	0.005	0.005	0.300231439459847	8.38226375811484	Not sig
BraA04002685	108	107	118	153	339	261	0.12123352858013	-1.17712768760067	Not sig
BraA04002686	152	171	183	93	106	82	0.00343154987730302	0.848567254473384	Not sig
BraA04002687	490	327	424	188	233	168	0.0305651288429682	1.0751635762999	Up
BraA04002688	51	49	59	8	17	9	0.000581295740082133	2.22542011403402	Up
BraA04002690	56	52	42	20	24	17	0.00854641244123496	1.29808135293299	Up
BraA04002691	11	4	6	9	7	15	0.354787510498198	-0.561878887608115	Not sig
BraA04002692	2	0.005	0.005	46	58	62	0.00680430772510585	-6.36784392994272	Down
BraA04002693	128	106	283	10	3	9	0.0973281207794301	4.55458885167764	Not sig
BraA04002694	18	23	17	7	7	5	0.0121042681574714	1.61005348168399	Up
BraA04002695	3	1	2	47	34	44	0.00856772985546111	-4.38082178394093	Down
BraA04002696	245	213	353	110	138	124	0.0697187289433073	1.12439929310924	Not sig
BraA04002697	57	28	45	54	66	42	0.385022898338186	-0.31748218985617	Not sig
BraA04002698	26	13	19	13	9	19	0.302572185993572	0.500428990509488	Not sig
BraA04002699	3	0.005	0.005	14	18	10	0.0178090812395767	-3.80255393579378	Down
BraA04002700	303	193	147	5	15	4	0.0460765270399951	4.74371242660679	Up
BraA04002701	3443	3329	1939	55	83	81	0.0279168103008486	5.31383557100663	Up
BraA04002702	92	96	118	96	99	115	0.900990793179324	-0.0187365625815857	Not sig
BraA04002703	87	71	37	67	100	86	0.342392933536196	-0.375663260944699	Not sig
BraA04002704	379	306	532	193	186	213	0.086673688416284	1.03966008708478	Not sig
BraA04002705	70	50	68	81	54	70	0.605693500691526	-0.124891247827809	Not sig
BraA04002706	203	244	226	90	122	120	0.00209327310366359	1.01942326326339	Up
BraA04002707	26	9	19	36	62	44	0.0408729902668436	-1.39485961734121	Down
BraA04002708	22	15	26	126	161	136	0.00427478058771914	-2.74723392962003	Down
BraA04002711	5.84	1	1.3	0.005	1.49	0.005	0.290973452456622	2.44006629377037	Not sig
BraA04002714	4	0.005	1	5	6	10	0.0548683870538322	-2.06894735371749	Not sig
BraA04002715	8	13	4	1	1	2	0.112670244237246	2.64385618977472	Not sig
BraA04002720	16	5	1	563.96	745.96	915.96	0.0184471741022498	-6.6607284832907	Down
BraA04002721	1	1	0.005	0.005	0.005	0.005	0.183503419072274	7.06249592573376	Not sig
BraA04002722	0.005	1	0.005	0.005	2	6	0.315876891399003	-2.98654610976446	Not sig
BraA04002723	63	47	50	48	46	38	0.195514981706418	0.277533975528909	Not sig
BraA04002724	35	34	43	45	47	57	0.0617977739920538	-0.411813598404557	Not sig
BraA04002725	0.005	2	0.005	28	11	72	0.183496203616441	-5.7872203649459	Not sig
BraA04002727	3	2	1	4	4	1	0.446539023334613	-0.584962500721156	Not sig
BraA04002728	3	4	0.005	0.005	0.005	0.005	0.191732765732937	8.86727873970966	Not sig
BraA04002729	9	41	21	2	1	1	0.138936592369225	4.14974711950468	Not sig
BraA04002738	40	35	51	16	25	28	0.0363162508092225	0.868755466721747	Not sig
BraA04002740	30	42	37	31	45	36	0.861682530517999	-0.0391705972806778	Not sig
BraA04002741	151	210	172	77	116	124	0.0345487695646182	0.749652692619768	Not sig
BraA04002742	53	70	72	66	73	73	0.454426866112078	-0.120590140813589	Not sig
BraA04002745	2	0.005	1	1	4	6	0.200049442943302	-1.87206662770084	Not sig
BraA04002746	21	9	30	103	111	129	0.000835600534765398	-2.51517417056429	Down
BraA04002747	98	129	122	21	24	17	0.00732338040967075	2.49288691582278	Up
BraA04002750	431	385	506	222	240	190	0.0136905776201286	1.01977830727661	Up
BraA04002751	44	43	59	167	250	227	0.018046137681955	-2.1410923192346	Down
BraA04002752	88	103	100	21	26	18	0.000725698553365759	2.16250752987983	Up
BraA04002753	12	13	23	1	0.005	4	0.0433337625283255	3.26159243165989	Up
BraA04002754	24	41	40	19	6	17	0.0416518742326777	1.32192809488736	Up
BraA04002755	5	0.005	3	5	3	14	0.302944283037465	-1.45853021589576	Not sig
BraA04002756	12.31	8	18	38	55	31	0.0419862226208207	-1.69454718973772	Down
BraA04002757	131	135	347	20	22	19	0.123146627004303	3.3290059261279	Not sig
BraA04002758	249	218	117	163	239	225	0.775284668527583	-0.102497073922022	Not sig
BraA04002761	10	13	9	13	12	14	0.182349635393766	-0.285402218862248	Not sig
BraA04002762	55	57	60	6788	6977	8625	0.00614771289927311	-7.02430215303786	Down
BraA04002763	8	2	2	13	19	23	0.0194424251642071	-2.1963972128035	Down
BraA04002764	188	284	49	1	0.005	1	0.126616376822887	8.02153732559831	Not sig
BraA04002765	276	223	260.27	170	172	151.3	0.0181183301498883	0.622147718721894	Not sig
BraA04002766	68	90	106	23	50	43	0.0260919796530324	1.18641312423088	Up
BraA04002769	36	69	31	8	4	14	0.0839223303421893	2.38702312310925	Not sig
BraA04002771	95	100	90	38	152	134	0.748926477550487	-0.185031893832521	Not sig
BraA04002772	3	0.005	1	0.005	3	1	1	0	Not sig
BraA04002773	15	19	27	10	8	7	0.0688711751988151	1.28688114778816	Not sig
BraA04002774	248	166	127	86	32	29	0.0466946191331576	1.87981243899045	Up
BraA04002775	4873	6125	3641	268	430	228	0.0230504654316549	3.98266100180219	Up
BraA04002776	1	5	0.005	0.005	0.005	0.005	0.320982776260087	8.64505793498448	Not sig
BraA04002777	53	50	39	10	5	3	0.0035854152828246	2.97982211806237	Up
BraA04002778	429.02	356.18	657.78	37.83	51.57	74.23	0.0408915040390081	3.14054212189772	Up
BraA04002779	7.5	11.5	9.5	8.5	8	4.5	0.217584515403731	0.440572591385981	Not sig
BraA04002781	97	69	101	99	136	89	0.344632379008153	-0.279154071197071	Not sig
BraA04002782	1	8	0.005	676	906	800	0.00692297545786819	-8.04723142173256	Down
BraA04002783	68	62	82	58	36	25	0.0647154923646816	0.833102691255256	Not sig
BraA04002784	66	51	62	50	94	68	0.48692329117226	-0.244104677298943	Not sig
BraA04002785	56	52	45	43	46	43	0.152241834776931	0.212993723334198	Not sig
BraA04002786	40	31	25	88	89	67	0.00748533781925068	-1.34577483684173	Down
BraA04002787	39	27	30	48	58	57	0.0100590186953512	-0.763765653509922	Not sig
BraA04002788	7	9	1	15	18	14	0.0349382437295751	-1.4671260104273	Down
BraA04002790	80	64	89	47	57	48	0.049350435191452	0.616258631210695	Not sig
BraA04002791	61	80	86	16	8	10	0.00837875963168666	2.73908564604058	Up
BraA04002793	2	14	3	2	0.005	1	0.298865931117676	2.66056252250712	Not sig
BraA04002794	0.005	1	0.005	228	202	301	0.0144996634468217	-9.49937230297537	Down
BraA04002795	212	284	315	65	64	71	0.0212551207125008	2.01970191444255	Up
BraA04002796	2	0.005	1	4	2	4	0.0584252137007496	-1.7345631039509	Not sig
BraA04002798	12	1	7	0.005	0.005	1	0.183539570199481	4.30757280191029	Not sig
BraA04002799	89	75	95	43	58	43	0.00837286850715057	0.846883286244241	Not sig
BraA04002805	4	0.005	1	1	8	6	0.254399591790466	-1.58352052654725	Not sig
BraA04002806	44	1	14	41	46	59	0.137135829634634	-1.30718150951818	Not sig
BraA04002807	40	36	32	276	321	359	0.00672270968442434	-3.14597930581728	Down
BraA04002808	76	73	107	28	28	18	0.0227638501376546	1.79054663437105	Up
BraA04002809	33	32	54	15	17	10	0.0602392639342579	1.50250034052918	Not sig
BraA04002810	27	13	15	9	9	1	0.092793438452336	1.53343220008107	Not sig
BraA04002811	0.005	1	0.005	0.005	5	1	0.3898002082866	-2.57180895295384	Not sig
BraA04002812	14	14	17	15	36.2	39	0.183134452180448	-1.00320243203834	Not sig
BraA04002813	7	8	5	24	53	29	0.0838165861122999	-2.40599235967584	Not sig
BraA04002817	21	8	28	218	332	346	0.0186591592120127	-3.97446490789286	Down
BraA04002821	27	20	9	24	18	42	0.35934098199877	-0.584962500721156	Not sig
BraA04002822	318	500	195	189	206	175	0.236627166701294	0.829600349749034	Not sig
BraA04002823	578	497	526	663	784	804	0.0216681256382272	-0.491592748937899	Not sig
BraA04002824	187	79	131	10	11	4	0.0571489360432109	3.98913900736823	Not sig
BraA04002825	6	18	4	0.005	3	0.005	0.192248306623418	3.21759143507263	Not sig
BraA04002826	25	23	13	142	281	213	0.040126172444143	-3.38214561772147	Down
BraA04002827	52	41	52	1	3	6	0.00266822391650429	3.85798099512757	Up
BraA04002828	2	1	0.005	13	5	20	0.112276837262204	-3.66056252250712	Not sig
BraA04002831	5	1	6	0.005	0.005	0.005	0.120366024802546	9.64385618977473	Not sig
BraA04002832	130	106	114	336	426	516	0.0253049238454012	-1.86846100911467	Down
BraA04002833	346	294	388	139	231	179	0.0137598833022782	0.90496221018868	Not sig
BraA04002834	932.87	1241.48	465.39	7	6	1	0.060463291630572	7.5588252015887	Not sig
BraA04002835	11.13	12.52	11.61	0.005	2	0.005	0.000436857301095089	4.13276506814125	Up
BraA04002836	109	129	123	0.005	2	1	0.00226966214162157	6.90849003595071	Up
BraA04002837	21	4	7	6	4	6	0.415990906910286	1	Not sig
BraA04002839	1	3	1	3	0.005	1	0.77996789015624	0.320125852253377	Not sig
BraA04002840	331	385	289	200	225	256	0.0394252044044376	0.56146879805422	Not sig
BraA04002841	452	372	455	443	486	488	0.231060170156375	-0.147823494036382	Not sig
BraA04002842	176	164	217	0.005	3	4	0.00731583827706512	6.31314846668394	Up
BraA04002843	0.005	0.005	0.005	9	8	10	0.00409451702402182	-10.813781191217	Down
BraA04002844	59	46	62	82	83	88	0.0180149578211164	-0.599289282220258	Not sig
BraA04002846	0.005	0.005	1	0.005	3	1	0.378566668196023	-1.98744694965692	Not sig
BraA04002847	10	4	8	11	9	15	0.15735256165791	-0.669851398307669	Not sig
BraA04002849	1	7	2	1	0.005	0.005	0.245535922354135	3.30757280191029	Not sig
BraA04002850	152	66	52	28760.87	43019.41	52310.14	0.0264420223853962	-8.84421661854336	Down
BraA04002851	98	122	111	66	83	71	0.0152098802952158	0.589327693282558	Not sig
BraA04002852	21	14	18	13	20	12	0.457617640040118	0.236067358233525	Not sig
BraA04002853	39	38	28	36	34	26	0.554982243995301	0.129283016944966	Not sig
BraA04002855	3208	3414	4392	181	250	183	0.0106894846992217	4.1649560477807	Up
BraA04002856	0.005	2	0.005	6	5	0.005	0.242459034681064	-2.45289173871263	Not sig
BraA04002857	15	15	16	8	10	8	0.00318660025085053	0.823122237915921	Not sig
BraA04002858	506	473	689	304	321	285	0.0608128899940237	0.874180838358605	Not sig
BraA04002860	288	259	437	46	44	39	0.035289321398589	2.93128724991599	Up
BraA04002862	0.005	4	5	7	6	9	0.0856750774007198	-1.28870534250575	Not sig
BraA04002863	1	1	0.005	28	14	24	0.0353230744929754	-5.04079188267826	Down
BraA04002864	2	3	2	14	16	20	0.0125004403443752	-2.83650126771712	Down
BraA04002865	43	32	41	112	100	134	0.0101201327863783	-1.57664723250915	Down
BraA04002866	2	0.005	1	0.005	0.005	1	0.386643207845422	1.57300969795939	Not sig
BraA04002867	6	8	4	1	2	5	0.116229313299536	1.16992500144231	Not sig
BraA04002868	139	159	127	243	201	199	0.0181654079048672	-0.597355896302883	Not sig
BraA04002869	145	61	75	377	398	356	0.0028015034527548	-2.00895689376889	Down
BraA04002870	117	122	165	38	130	114	0.294268204628165	0.518660130353001	Not sig
BraA04002872	156	139	197	113	115	118	0.104627490101866	0.507886277702515	Not sig
BraA04002874	0.005	2	2	6	3	3	0.100793324668376	-1.58316025808717	Not sig
BraA04002875	26	39	19	21	23	39	0.969418950204242	0.0172779914318354	Not sig
BraA04002877	8	4	10	11	22	7	0.313388716015418	-0.862496476250065	Not sig
BraA04002878	282	215	254	2	3	0.005	0.00596708778374685	7.229299028453	Up
BraA04002879	1	2	19	0.005	0.005	0.005	0.336324447124988	10.5183253076909	Not sig
BraA04002882	1	2	1	5	11	7	0.0648990870612301	-2.52356195605701	Not sig
BraA04002883	37	71	69	33	43	28	0.145566883663112	0.767165831941905	Not sig
BraA04002885	22	8	9	10	17	13	0.950804003202305	-0.036525876025114	Not sig
BraA04002886	24	20	10	86	74	60	0.00670898092487825	-2.02647221136119	Down
BraA04002888	13	9	14	6	12	8	0.22771225526777	0.46948528330122	Not sig
BraA04002889	41	81	33	19	26	28	0.203861046091927	1.08629984639422	Not sig
BraA04002891	482	594	560	449	719	680	0.499811273913076	-0.175792008474309	Not sig
